Commit message,Class
Still allow online playing with the test mode checkbox activated.,nonSAR
start using FibonacciHeap in CLE,nonSAR
Allowing IR future option surfaces to be defined as prices as well as implied volatilities,nonSAR
[SHRINKWRAP-308] Throw FNFE when attempting to find a URL from ShrinkWrapClassLoader pointing to an Asset that does not exist,nonSAR
first working example,nonSAR
NXP-4147: NXQL queries on tags with ecm:tag,nonSAR
Implemented support for partial message processing on annotated beans. Got rid of EndpointWithConfiguration class now that the endpoint has getEndpointConfiguration() method.,nonSAR
show border for unknown tags on all opened vpe pages by clicking 'show border for unknown tags' button on toolbar (https://jira.jboss.org/browse/JBIDE-7383),nonSAR
Resolving: MNG-684,nonSAR
made method names consistent from getCyWhatever to getWhatever,nonSAR
[JBIDE-19828] Reenable import wizard(s) for OpenShift,nonSAR
closing feature #3904,nonSAR
Updating requesting system,nonSAR
Update ListExercises.java,nonSAR
provide a method to pass in the attributes to fetch to work around problem with describeResults,nonSAR
ACT-221: implemented task listeners + tests,nonSAR
request status enum iig oruullaa,nonSAR
some more clean-code,nonSAR
System settings now shows the system administrators - fully functional,nonSAR
integrate scheduling extensions,nonSAR
isome valid code for import,nonSAR
[AS7-2439] Intermittent failures in EnterpriseDeploymentTestCase,nonSAR
Now allows retries and timeout,nonSAR
use fund instead of int.,nonSAR
delete project service call and panel update,nonSAR
servicios resumenes,nonSAR
Make conditional optimizers mutually exclusive.,nonSAR
Return the uuid by specific mediatype,nonSAR
now also works for less files with imports,nonSAR
Started batch insertion implementation,nonSAR
mantis 35849 35824 35813 35811 35805,nonSAR
Lots of work on Zeiss LSM metadata population - most metadata (Objective  Laser  LogicalChannel  etc) should be correct now.,nonSAR
Show Origin and People tabs recursively.,nonSAR
Solve name clash for ZipFiles between collect-core and collect-server,nonSAR
[SPARK-9709] [SQL] Avoid starving unsafe operators that use sort,nonSAR
BOOKKEEPER-174: Bookie can't start when replaying entries whose ledger were deleted and garbage collected. (sijie via ivank),nonSAR
[refactored] and removed factory classes for extended identifiers; instead use abstract base class for concrete implementations like ICS identifiers,SAR
Refactor to an ordered chain of bootstrap steps when launching the service,SAR
Refactored mouse event handling to reduce code duplication and fix bug with MouseWrapperSWTBridge (calling certain Swing methods from SWT thread was causing execution to hang inside native method calls).,SAR
Refactor packaging to prepare for splitting into smaller jars,SAR
Refactor: we don't need the queuedSubscriptions set in ChannelManager at all. We just need to resubscribe to all of the channels in channelNameToChannelMap whenever we get the connected callback. This ensures that all subscriptions are resubscribed (with a fresh auth token) after each connection bounce. Added an end to end test for this scenario.,SAR
refactor(cycle): renaming packages in cycle-tests,SAR
Small refactoring and code formating change to make the class easier to read and understand.,SAR
Refactored main and test packages to be shorter. Added modernizr .js file to repo,SAR
Refactoring to the credential test cases.,SAR
refactored some classes into new packages. Added new Operations classes,SAR
minor refactoring of cycle API in order to display file type (content-type) information in the UI  made ContentType an enum and added a ContentType property to ArtifactType,SAR
Massive refactoring of classic IO HTTP data receiver and transmitter classes resulting in 4 fold performance improvement on byte and line read operations,SAR
Refactored the code to set it up in CI environment provided by travis,SAR
Issue 830: refactored MediaClient to not require href arg; refactored VmApi  VAppApi  VAppTemplateApi to use urn,SAR
A little refactoring so that it's easier to override and avoid the construction of a multi-part request when in an environment with another filter that's consuming the request stream.,SAR
Refactorings. Implememented subsampled reading for non-compressed imaga data (untested  no test data).,SAR
Major refactoring to SceneElement classes concrete in uilayer-core,SAR
Refactored: removed classes that are not needed after dropping GData and changed query builders to depend only on RestTemplate and not on AbstractGoogleOperations. Added JavaDoc.,SAR
Reworked the rest of the code and examples after the Scala refactorings,SAR
Lots of refactoring  - Moved unit tests around  - Added support for object expansion  - Additional code clean up,SAR
Refactoring mostly for readability (and small performance improvement),SAR
Refactor SAGU for easier testability,SAR
major refactoring and support to web forms.,SAR
code review comments  minor functionality simplifications and refactorings,SAR
Refactored the SSH API and JSch implementations into two projects.,SAR
Refactored filtering code into its own class.,SAR
refactor method name,SAR
Minor refactoring to clarify intent,SAR
Applied refactoring of DiscoverableServer and Activator to HEAD,SAR
Refactor method getSpreadIndirectAdvanceAssignmentWithSameType to be used in more places,SAR
Refactoring of functionality used to code generate Java specific methods,SAR
minor refactor of Processor.onExchange() -> Processor.process() which matches the interface name a bit better (and is less exchange-y),SAR
some minor refactoring; the previous PollingConsumer wasn't really an accurate implementation of the EIP PollingConsumer  so I've renamed this ScheduledPollConsumer  then PollingConsumer is the correct name for the 'synchonous request*() methods' type consumer (rather like the sync API in JMS),SAR
refactor the server plugin test code so its easier to install different test mbeans for different server plugins,SAR
major refactor of RAPTOR code,SAR
Refactor validation function report category edit. <wenjing&sl>,SAR
Refactored public enum names: BorrowType -> BorrowPolicy ExhaustionBehavior -> ExhaustionPolicy LimitBehavior -> LimitPolicy TrackingType -> TrackingPolicy,SAR
Cleanup and refactoring for consistent usage of ArrayView in AST.,SAR
Further refactoring of Relay functionality,SAR
Refactor a bit to help reduce redunancy from #110,SAR
Refactoring of core Table component to not build list grid on construction Move to explicit table configuration lifecycle Fix the rest of the list grids that were not extending Table,SAR
extensive url tests  slight refactorings in the code base,SAR
Lots of refactoring  should have committed more often,SAR
Minor code refactorings and basic validation of 'entry/feed' tags.,SAR
Cleanup and refactor notifd (code formatting  use Java 5 generics and for loops  use dependency injection in BroadcastEventProcessor  add test to ensure that regexp in BroadcastEventProcessor compiles correctly).  brozow will review,SAR
fixed unit tests after refactoring of microchip potentiometer impl,SAR
Refactoring and minor fixes,SAR
Refactored the way the configuration panel works on SecurityChecks,SAR
Slight refactor  stubbed out remaining substance entities.,SAR
refactor code to reuse the code for getting pattern,SAR
Implementing via points for API only  no UI. Integrating #147,nonSAR
Apply Symbian (Lars & Bala) patch for Shared Tool Options support,nonSAR
more Datatable updates,nonSAR
More MVP in WCS dialog (not builds),nonSAR
164779 [actions] Opening project should be easier,nonSAR
Abstract message patterns,nonSAR
Minor tweaks to the themes and caching performed by the feed reader tag.,nonSAR
 generate the content in factory and render them in presentation.,nonSAR
SONAR-8751 drop Owners group for personal organizations,nonSAR
Bug 300441 -  [ui] flaky 'Next' and 'Finish' behavior when you un/check items after a failed install resolve,nonSAR
OpenID: POST message support for AX attacks,nonSAR
option for cns worker to take access credentials from properties file instead of casssandra,nonSAR
Starts with search in record data management,nonSAR
Make sure SMTPClientFutureImpl is thread-safe in all cases ,nonSAR
refs #108 - multi-modules now,nonSAR
More tests; era seems to cause issues  so check this separately,nonSAR
I don't get spring-batch :|,nonSAR
SOAPUI-4483  Make sure that you can run the unit tests and integration tests independent from each other,nonSAR
propagation of encryption to Pool and graphFactory,nonSAR
Gopal | #0 | Modified the logic to include both cases and flws to be included in table names.,nonSAR
fuzzy matching in normalizer,nonSAR
implement untested osc package,nonSAR
Bug 446075 - [GTK3] [GTK 3.10] Garbled bold text when used with icons,nonSAR
Post method hanging and enable file based configuration.,nonSAR
HBASE-5203 Group atomic put/delete operation into a single WALEdit to handle region server failures. (Lars H),nonSAR
Use a DataStore for Team configuration rather than the team object directly.,nonSAR
First Commit for the new version scalable. Working but needs test,nonSAR
Stream downtimes are not critical anymore. There is a downtime threshold,nonSAR
[news] implementing interfaces,nonSAR
Initial TRIMESH support via GIMPACT,nonSAR
Reads are now realigned to the most likely haplotype before being used by the annotations.,nonSAR
adapted fc-server to the new fc-commons,nonSAR
Fine-tuning tests,nonSAR
mv hbc-twitter4j-v3 to hbc-twitter4j,nonSAR
server web socket,nonSAR
Tweaks needed to better support universal binaries,nonSAR
ManelSim using Maven2,nonSAR
area bean on abstract,nonSAR
[PLAt-2779] Test log collection,nonSAR
Perspective Editor now generates perspectives,nonSAR
word context from wiki api,nonSAR
Document the functions,nonSAR
[JGRP-719] - Allow ReplicatedHashMap to delegate to any ConcurrentMap,nonSAR
[CXF-5606] Optionally translating WADL docs into Java docs,nonSAR
Prune long record MVVs - bug 945244,nonSAR
DataTable Filtering Integration Test update.,nonSAR
#POULPE-381 JcommuneHttpNotifierTest test,nonSAR
SONAR-4304 close manual issues marked as resolved,nonSAR
makes write-coalescing configurable,nonSAR
Update to new API version (see 61d91bf49763d87e8971303f1a21b3d640995a1a in api-java),nonSAR
Refactor issue search stack in order to remove dependency with SearchRequestHandler,SAR
Minor refactoring and cleanup.,SAR
Massive refactoring to support different HTTP containers.  Added GrizzlyServlet and GrizzlyComet adaptors.,SAR
Refactors package names and structure to hs-hannover.de domain (including license headers  procedures  pom.xml  etc.),SAR
significant refactoring to reorganize modules and allow for native implementations of common key formats,SAR
Implementing some basic collision detection logic. Lots of refactorings and simplifications on classes thanks to that.,SAR
code assist refactoring: - added MRU history for right hand sides of class instance creations   - also adds remembered types to zero-length-prefix type completions - added more information to JavaContentAssistInvocationContext - streamlined java proposals based on core CompletionProposal,SAR
Improved Remove Unused Declarations refactoring.,SAR
Refactored module structure. Spring conversion.,SAR
Removed poor coding practices from Backup/Restore code and loosened up tight restrictions on metadata schema versioning files.,SAR
"Improve naming consistency. Remove ""checker"" from our vocabulary.",SAR
Improve naming consistency and remove dump() from PredictiveModel interface,SAR
Further cleanup to try to eliminate any direct usages of IDBConnection.connect().,SAR
Cleanup the logging stuff so it's simpler and more coherent at the default verbosity level.,SAR
add a ValueWrapper class and use that in ParmsWrapper for displaying parameter values; clean up the trap handler tests and add some more tests.  remove some more duplication,SAR
Refactor data model to use better names,SAR
ACCUMULO-3320 Some cleanup and add IT suffix to test name.,SAR
ROO-2928: Post 1.2.0.RC1 code refactor and clean up - changed ItdTypeDetailsBuilder.addMethod calls to use MethodMetadataBuilder objects rather than MethodMetadata variant to avoid the unecessary conversion from MethodMetdata to MethodMetdataBuilder which happens regardless,SAR
more url building cleanup.,SAR
build cleanup,SAR
changing CreatedResources to be a Map indexed by key to make lookup easier based on creatable definition includes: - updates to all the tests and samples affected by this - tested and passing - some cleanups of the affected samples for better efficiency  simplicity and coding patterns - simplification of the CreatedResourcesImpl,SAR
Misc cleanup,SAR
minor cleanup,SAR
Code cleanup to prepare for merge to test siri caching via memcached on dev,SAR
Added comments. Code clean up.,SAR
ACT-1553: Refactor BpmnParse to use separate handlers for each bpmn element (first cut  working  but needs some extra cleanup love),SAR
some cleanup/simplification in realtime consumer and its analyzers,SAR
Lots of little cleanup items for Planet app ...,SAR
AddTopicController: more cleanup,SAR
added the view rename method. onItemChange -> onItemRenamed for consistency,SAR
Changes made: 1. Automated test case for modifying properties file for load  update and read. 2. Bit cleanup around junits.,SAR
code cleanup of VJSObject.,SAR
Code cleanup.,SAR
Protocol cleanup Temporarily removed protocol events until we can organize them properly Signed-off-by: Windwaker <wjcrouse913@aim.com>,SAR
MAGNOLIA-2542  - Renamed UUIDLink to link and cleaned up the implementation. - Cleanup of methods in LinkUtil - Simplified link browser handling and made LinkTransformerManager configurable.,SAR
Some minor cleanup to TerritoryAccess source code.,SAR
small code cleanup  a couple of little changes to SSGGenotypeCall,SAR
Atlas Standalone: NetCDFGeneration changes.  I think this is an acceptable first draft of the rewrite that should be ready for some preliminary tests.  I'll start looking into this next week.  This all needs extensive documentation and unit testing.  There is probably a lot of SQL cleanup that needs to be done on the DAO too.,SAR
More nick -> user cleanup,SAR
Cleanup EncodingUtil,SAR
cleanup CDT extensions interfaces,SAR
Refactored messy UI setup into named methods  renamed variables  general cleanup for readability.,SAR
Cleanup and slight API changes to create less objects,SAR
CDB improvements:   - Added AbstractParameterCommandDescriptorBlock and AbstractTransferCommandDescriptorBlock  - Updated CDB's to extend the correct abstract CDB  - Fixed member names to reflect specifications  - Fixed getters/setters for all CDBs  - Other minor refactoring/cleanups,SAR
Moved EventExpander and EventUtil classes that require JDBC into Eventd to remove dependency on database in the opennms-config-model and opennms-config packages. Moved the old Capsd model objects (Db*Entry) back into Capsd to remove opennms-model dependencies on the database. Added an opennms-config-api JAR to contain interfaces for opennms-config implementations. Updated Spring dependencies to use the Spring EBR versions of the main Spring JARs so that they have Karaf-compatible OSGi metadata. Added more Spring exclusions to the ActiveMQ dependency list.,SAR
SGF-154 - Remove dependency cycles in function execution packages,SAR
issue 71: added a possibility to generate a trivial PDF report; some refactoring and cleanup; updated Guava to 14.0 because of the Splitter.on slowness bug,SAR
Finish TocTest and clean up toc.xml until it passed,SAR
Clean up commands system + add support for Sponge feature/commands branch changes,SAR
Cleanup some TVScan code and added Range and EpisodeRange,SAR
Finished initial work on nio like API over JSch.,nonSAR
YARN-3695. ServerProxy (NMProxy  etc.) shouldn't retry forever for non network exception. Contributed by Raju Bairishetti (cherry picked from commit 62e583c7dcbb30d95d8b32a4978fbdb3b98d67cc),nonSAR
"start time for triggers (""leave blank to start now"")",nonSAR
Issue 12: The bug of f:url() in case of url mapping.,nonSAR
HZN-1016: Make NodeMapsApplication work with new geolocation resolution,nonSAR
Further WIP on valiation/reading.,nonSAR
HTTPCLIENT-1384: Expose CacheInvalidator interface Contributed by Nicolas Richeton <nicolas.richeton at free.fr>,nonSAR
Group blogging: support for LIMITED users,nonSAR
Exclusion filter configuration in build path dialog,nonSAR
"names of test class should end  not begin with ""Test""",nonSAR
work in progress,nonSAR
o named the docbook module incorrectly,nonSAR
423048 - Receiving a PING while sending a message kills the connection,nonSAR
"More work on the metadata tests. - better protect against test interaction issues by using explicit ""AfterClass""   stand-in tests for each subclass. - work on PluginManagerBeanTest such that it registers plugins to be enabled   before trying to disable them.   - Not passing  maybe a real problem?",nonSAR
ACCUMULO-3167 Lift some repeated stuff into AccumuloClusterIT. Pass down env information from property file to cluster,nonSAR
Adjusted a test case for bug 268704.,nonSAR
Re-factoring/development.,nonSAR
support mixing fetch histories from multiple sources (hbase  WBM).,nonSAR
"override equals() on path and inode; test ""."" and "".."" inode navigation",nonSAR
QUA-27 Implémentation de isToBeAnswered dans Conditon et classes filles Implementation de DataComparator MultipleCondition Mise en place de la liste de Condition Implementation de ConditionBuilder et ConditionFinder et dépendances dans QuestionnaireBuilder  QuestionnaireWalker  QuestionBuilder  QuestionnaireFinder... Test unitaire,nonSAR
Coding done  need to work on UI and unit tests,nonSAR
Pages now have titles and menuName/menuPriority and the StaticRepo can produce a map of menus from existing pages,nonSAR
update server proxy to get project list etc. properly,nonSAR
Finishing the sync of a vme observation  including updates. ,nonSAR
make http async client implementation be more pluggable,nonSAR
Issue #668: It's impossible to search all the terms in an ontology using the ontology access APIs Done.,nonSAR
[DROOLS-952] eagerly initialize declarations needed by a RuleTerminalNode,nonSAR
restapi: 'detail' in 'Accept' header ignored (#750785),nonSAR
Bug 502090 - [Cocoa] Bridge support files should be updated to latest macOS supported version,nonSAR
using bindings bean in tutorial 6,nonSAR
GenericConversionService prefers matches against inherited interfaces over superclasses (SPR-6297),nonSAR
Getting ready for service!,nonSAR
expose lucene analyzer to be configured,nonSAR
NXP-14974 integrated redis sentinel pooling,nonSAR
Auto-request and apply of completions,nonSAR
#340: early commit (the user guide and migration guide will follow),nonSAR
FACES-1980 Develop alloy:importConstants tag handler,nonSAR
CAMEL-6453 share the common code between NettyEndpoint and NettyHttpEndpoint,nonSAR
Modifications to partitioning,nonSAR
#SB-350: Make it possible to copy an artifact from one repository to another,nonSAR
SWITCHYARD-1277 update to AS console v1.5,nonSAR
closing feature #3688 Petites annonces : liste enrichie - ajout photo annonce,nonSAR
Tolerate less 'singularity' in matrix inverses; up the number of writes between rebuild in local mode  but  don't try to recompute a model in the middle of an ingest as there's more value in just waiting for all the data.,nonSAR
#anyway the cake is great  it's so delicious and moist#,nonSAR
Implementation of Mark Resolved in the new API for 1.6  1.7,nonSAR
Sketch of SimpleBuildStep and its usage; not yet tested.,nonSAR
[GSCOLLECT-1239] Eliminate usages of iterator from iteration patterns in FastList  HashBag and UnifiedSet.,nonSAR
SecurityUtils becomes ExternalSchemes,nonSAR
working on album page,nonSAR
WL-3170 Promote methods to SignupEmailBase,nonSAR
add Optional/clean up vacuumd-configuration,SAR
[NTI] Clean up remaining static fields in JSType. Fixes #2004 on github.,SAR
Code cleanup  reimplemented lock picking.,SAR
[CLEANUP] Cleanup for BACKLOG-17100: Trimmed the work item status log message to only the interesting pieces and cleaned up lifecycle phase enum,SAR
PoolManager: Clean up interface of PoolMonitorV5,SAR
get caldav reports working again. all but a couple multiget  freebusy  basicquery and timerange reports pass. introduce a DavCalendarResource base class for DavEvent (and eventually DavContact etc) that gives access to the ical4j Calendar for a resource. remove some redundant ical4j parsing and generally clean up a bit.,SAR
[CLEANUP] - Refactored code to facilitate creation of unit tests - Set security helper as PluginService instance dependency instead of global static variable access - Set document builder as PluginService instance dependency instead of global static variable access - Refactored access to metadata plugins list to a separate service,SAR
renamed for consistency,SAR
Tarus cleaned up eventconf.xml and old included event files so this test now passes (with a small cleanup to eventconf.xml).,SAR
Finished up lens calibration code. Moved the majority of it into a new class to clean up the camera class. Switched ReferenceCamera image transforms to use OpenCV  speeding things up. Fixes #226.,SAR
minor cleanup,SAR
minor refactoring and code cleanup,SAR
[AS7-4527] rollout plan tasks cleanup,SAR
Moved as.core.server to as.core.server.internal  as thats where those classes will reside. Moving to a cleaner API which can be opened up logically and more easily extended.,SAR
some cleanup  removed obsolete classes,SAR
dcap: cleanup  in gss/gsi tunnel,SAR
Cleanup roaring integration code,SAR
API cleanup,SAR
API cleanups.  * Removed node.traverse() deprecations since the new traversal API is only tentative and might change in upcoming releases.  * Replaced org.neo4j.graphdb.traversal.Position with org.neo4j.graphdb.Path since Positions don't do anything Paths already do.  * Added Path.lastRelationship() to support using Paths instead of Positions.  * Removed the tentative node.expand() methods for now  they might be introduced in a later release.  * Removed the Expansion interface that came with node.expand()  * Cleaned up naming around TraversalDescription:    * Renamed TraversalFactory to Traversal  to give the nice pattern of {{{TraversalDescription traversal = Traversal.description()}}}  * Added an iterator() method to Path for iterating over both nodes and relationships (interleaved) (Path extends Iterable<PropertyContainer>)  * Renamed SourceSelector to BranchSelector  since that name better describes the role and purpose of that interface.    * Renamed ExpansionSource to TraversalBranch to match this    * Renamed SourceSelectorFactory to BranchOrderingPolicy to match this and to further clarify the role of an object implementing this interface.,SAR
HIVE-5395 - Various cleanup in ptf code (Edward Capriolo via Brock Noland),SAR
Clean up main window. Add feature for activating/disactivating display of eos. Read table.,SAR
Cleanup. Added check if the bed of this player is in this world.,SAR
Some refactorings and cleanup  namely: - Moved all relevant null checks into Resource - Made create firewall use FirewallOptions instead of a Firewall obj - Consolidated a lot of the HttpRequests in the expect tests to allow for reuse (in compute),SAR
Fixed REST tests  minor code improvements,SAR
Cleanup in NestedTransactionTest ,SAR
Exception cleanup.  All our non-runtime exceptions should extend from StingException  StingException needs to be lower in the tree to build.,SAR
more cleanup Issue number: Obtained from: Submitted by: Reviewed by:,SAR
OOZIE-1985 support dropping hcat dataset in coord rerun with cleanup option (ryota),SAR
181758 [clean up] CUR should use its own working copy owner,SAR
More code cleanup,SAR
core:StorageHelper Cleanup  method name standard(11).,SAR
more post-api cleanup  plus fixing bugs from testing.,SAR
slight cleanup,SAR
HBASE-2922  HLog preparation and cleanup are done under the updateLock               major slowdown,SAR
Implement ElementInterface and cleanup Betfor headers,SAR
Code cleanup:  Score function should work in doubles to avoid wrapping on longs for long distances;  Minimum distance we care about was too high;  Removed link between Geo Only and Lucene+Geo path;  Removed some dead code that was commented out,SAR
prepare VMs area for further options and some cleanup,SAR
119414: [clean up][J2SE50] Failing test case in CleanUpTest#testJava5005,SAR
Tablet fixes. Goal is to get tapping on a file to display its details. Does not work yet - WIP. Also code optimization: Make FileDetailFragment less complex by passing in a OCFile directly instead of reconstructing it.,SAR
code cleanup + started to add user auth,SAR
Remove dependency on httpclient,SAR
Large documents no longer causes exceptions in MongoDocumentIO's cleanup.,SAR
Change the logging for hibernate because it was seriously slowing down queries Change the progressBar refresh rate back to two Clean up the services a bit,SAR
Cleanup the dynamic forms.,SAR
core: cleanup in create vm,SAR
Trying to clean up how all of this is really going to work.,SAR
chore(engine): code cleanup,SAR
clustering module code cleanup and formatting,SAR
"Make app tolerant of look and feel issues  log an error if not available and then roll with default. Clean up the pom somewhat to reduce hard coding  same for app name and settings dir. Make it work like a mac app on the mac  mostly  still needs more work  but this fixes the issue I was seeing with graph size  an Apple JVM/L&F bug... Remove ""App"" from main class name  it was too tacky...",SAR
FORGE-2279: ShellUtil checks for system property for option names,nonSAR
Mark AbstractWidgetLCA as deprecated,nonSAR
I think I've got the coordinates for the transects done  I just need to figure out how to do a line perpendicular to and crossing other lines.,nonSAR
*** empty log message ***,nonSAR
Docs on index support,nonSAR
XRENDERING-191: Have one Maven module per syntax * Separate TWiki syntax,nonSAR
implemented event bus send reply failures,nonSAR
some updates to the file importer   still non functional,nonSAR
Getting only case handlers,nonSAR
COMPAT mode for IE11: (#1010),nonSAR
almost have game of life automatically running,nonSAR
Got the javabean naming wrong,nonSAR
Language hinzugefuegt,nonSAR
Images for the tempo increase/decrease and pause/resume.,nonSAR
First hack at clojure script generation.,nonSAR
Test cases for BigDecimal detector (for RFE 2891944),nonSAR
Algo combinaison doublon et couleur.,nonSAR
Updater: make XMLFileReader more object-oriented,nonSAR
Java 7 source compatibility updates,nonSAR
HV-1385 Adjustments on the metadata API following BVAL-655,nonSAR
[SONARPLUGINS-823] simpler stax parser for gallio reports,nonSAR
method for checking if evaluator is internal or external,nonSAR
Simpler names for standard HTTP GET and POST classes,nonSAR
Bug 497348 - Drag and drop of overflown editor tabs is broken ,nonSAR
putting tests back,nonSAR
HBX-638 support null in query parameters view,nonSAR
[AS7-1981] WriteAttributeHandlers for server-group's profile and server-config's group attributes. Affected servers are put in the restart-required state,nonSAR
* Filled in implementations of IMetadataConfigurable methods. * Updated Leica LEI reader to respect MetadataOptions when parsing metadata.,nonSAR
distributed update and commit,nonSAR
Bug #3624: History cache should be stored in Java DB,nonSAR
core: Standardize NetworkCluster,nonSAR
updating the javascript example,nonSAR
ading support for swagger response message and test updates,nonSAR
Strict pool can starve on discard,nonSAR
return the last modified date properly (avoids icon flickering in IE),nonSAR
more hacking and cleaning,nonSAR
configurable lookup directories,nonSAR
(deliverMessage) ProxySuppliers do not catch exception Disconnected anymore. instead the calling PushToConsumerTask destroys the ProxySupplier.,nonSAR
FileSetChecks are now responsible for filtering out the files they are not interested in  as discussed on the checkstyle-devel list,nonSAR
Factorisation: traduction (respect de la norme).,nonSAR
srmclient: consolidate credential expiry  don't use RuntimeException,nonSAR
more tests for regular expressions and array literals re-write of regexp scanning to conform closely to ECMA-262 (with the exception of unquoted slashes in character classes which compc does not support) allow empty expressions in array literals (which allocate a slot with value undefined) allow trailing comma in array literals in ECMA-262  a trailing comma is allowed in object literals  too - but compc does not allow that (both Flex 3 and 4),nonSAR
https://issues.jboss.org/browse/JBIDE-11490 don't copy jboss-app.xml for Seam 2.3,nonSAR
Updated architecture.,nonSAR
tomcat launcher (in progress),nonSAR
Experimental PostgreSQL support,nonSAR
enabled search in working copies,nonSAR
store and load separate mipmap resolutions for each setup,nonSAR
Making the code a wee bit more self-descriptive.,nonSAR
Test help message with options.,nonSAR
cleanup on getName,SAR
162045 [clean up] (with format) on dirty file saves file,SAR
Code cleanup - Organized imports (removed unused ones) - Moved static helper to place of usage - Renamed variables and types for better meaning,SAR
cleanup work,SAR
Added liquibase. preffix to properties. Reduced liquibase dsl to 0.7.0  working with multiple files again correctly. Some cleanup  moving files  fixing imports,SAR
Cleanup: Removed ISiteComponent and SiteView,SAR
clean up test,SAR
Cleanup on properties,SAR
userportal: cleanup - extract method,SAR
Sensor Node code cleanup.,SAR
Additional support on jdbc and csvjdbc. Starting code clean up.,SAR
"Revert ""Mercurial Integration is now done with java native library hg4j. Refactoring to clean up the code and to allow easy adoption of other java native libraries in the future. Some unit tests added and classes moved to dedicated packages for better maintainability""",SAR
Documentation and cleanup.,SAR
115661 [clean up][code style] New indirect static access and qualify static field access clean up,SAR
add Factories cleanup struct and samples,SAR
Cleanup of ExpiryICacheTest.,SAR
Code cleanup (patch from Sean Bright),SAR
executor clean up and adding tests for coverage,SAR
MONDRIAN:  Consolidated duplicated code in RolapNativeSet.  Also added minor enhancement to strip redundant set braces when checking crossjoin args for native eval.,SAR
api cleanup and a refactor of some getCallbackScript methods. its now much more obvious what to call and what to override when you want something. (success or failure scripts),SAR
Test cleanup and improved documentation,SAR
"Starting to move from ""optimization phase"" to ""fixing bugs phase"". Done some general  cleanup  a few more optimization changes and a lot of bug fixes. Here is a summary  of the changes:",SAR
phone call information added to the first form. UI clean up required,SAR
Clean up project code and fix typo,SAR
ROO-2745: Post 1.2.0.M1 code refactor and clean up - move injected PersistenceMemberLocator to super type,SAR
clean up un used classes,SAR
[nobug] general warning cleanup,SAR
map delayed store & eviction re-write cleanup,SAR
Cleanup of RemoteResponseHandler,SAR
Request managing bei peer + cleanup,SAR
Code cleanup complete (documentation upodate still missing),SAR
Resource Ancestry (Disambiguation) Work Incorporate feedback into design and perform some refactoring to clean up impl. - Keep Name and Ancestry fields simple with only linked resource names displayed - Enhance hover values for both Name (with type info) and Ancestry (with hierarchy and type info) - Move more logic to AncestryUtil for simplified Impl. Use standard Record   attributes  defined here  across Ancestry using datasources and views. - Remove Ancestry and in some places  Type as DS fields. These should be DS   fields  only  if necessary  ListGrid fields. - Add Ancestry to AlertDataSource and its users - Fix issue with the Ancestry hover for Assigned resources in Resource   Selector. - Added Resource filtering prior to gwt serialization for Alerts.,SAR
Test directory cleanup,SAR
submission cleanup #8,SAR
fix quality flaws,SAR
Cleanup and move to Maven,SAR
Updated accurev plugin to remove non-recommende advanced settings  include reftree usage  remove workspace usage  use port and name for all calls  add display of depots and streams  clean up ui  allow users to only build if changes in particular directories,SAR
More minor cleanups as I'm working thru all the rules,SAR
Made Context.getUserContext throw an error if a session isn't open to prevent memory leaks Added cleanup methods to the openmrsclassloader Explicitly closed all jdbc statements to prevent any leakage Ran the formatter and organize imports on the test and web src packages,SAR
Another clean up #168,SAR
jetty-9 javadoc and code cleanups,SAR
Various code improvements based on IntelliJ IDEA inspections,SAR
Clean up of names in unit tests,SAR
Tiny bit of documentation/naming clean up in Rectangle. A slightly nicer test for vertical lines intersecting  Rectangles.,SAR
[95336] clean up ModelQuery extensions to make them easier to reuse,SAR
Cleanup. Added JSR-305 annotations to enable null checks in IDEs/Findbugs.,SAR
[cleanup] Applied codestyle  fixed compiler warnings  fixed typos  added missing JavaDoc,SAR
Refactor filefilter directory to remove dependency on lang,SAR
CSPACE-2542 Modified the handling of Authorities to support range of specifiers for authority and item  across operations. Modified authorities that support contact sub-resources to support all specifier forms for the authority and item  across operations. Refactored the AuthorityResource classes for the authorities that support contact sub-resources  to simplify code and ensure consistent support.,SAR
Cleanups and minor optimizations,SAR
Debug model skeleton,nonSAR
Prevent the managed container from starting an AS7 instance if one is already running,nonSAR
Organized table of times,nonSAR
Widgets now refresh off the EDT,nonSAR
Closes OOZIE-85 Incorporate review feedbacks,nonSAR
differentiate oauth1 vs oauth2 [i.garanina],nonSAR
TrackMate_: 1st step in transition JGraph -> JGraphX,nonSAR
test(engine): unignore test case,nonSAR
Separate out offset-based SubVector from 0-based Vector ,nonSAR
Make `test-modules` scheme available to compiled code.,nonSAR
Avoid deprecated nonfunctional method,nonSAR
Serialize the JSON node only if there is content,nonSAR
Allow adaptors to specify an internal handler package,nonSAR
Pull up formatting and hover info related bits from props editor,nonSAR
make params class concrete,nonSAR
CLOSED Task for WMS Get Capabilities Management for CSW,nonSAR
Ok  we are parsing something correctly (if you ignore half the spec),nonSAR
Work on my own things,nonSAR
RHQ-1315 - subsystem view for alert definitions   implemented all functionality listed in corresponding description of JIRA; ,nonSAR
"TESB-3156 ""Automated start / stop of Routes and Data Services""",nonSAR
Beginning of second round of candidacies,nonSAR
HIVE-243. ^C breaks out of running query  but not whole CLI (George Djabarov via Ning Zhang),nonSAR
