Commit message,Class
Move checkDestinationDirectory from UIStarter to ResultsTable  Now we call it when the UIStarter calls the ready() method of ResultsTable.  Also make the method synchronized.  It was probably a mistake that it didn't move to ResultsTable when we first broke out ResultsTable into its own file.  This was the only reason UIStarter had anything to do with UserPreferences  or in fact  anything to do with the model.  Now that we've moved this code  UIStarter doesn't depend on model at all (besides for Constants)  and is very generic.  With a few small changes  it could be used as a startup file for any graphic application.  Also  I plan to use the results of checkDestinationDirectory specifically to change the results table  but that's still to be done.,move
Try to get rid of the janitor and moved the day by day logic inside the importer  This is a multi-step refactor. I need to simplify the code a bit because i am now lost. The short term goal is to get back the helper on only one to be more central and that the fast-import stream can stay the same as long as possible. The documentation state that fast-import can live up very long  so let take advantage of this as most as possible.,move
Toby: Moving slice helper methods into a private innter SliceHelper class so that it is clear they are only used by slice.,move
working on #62: moved the layer creation from the ActiveLayerModel to a new CidsLayerFactory to allow recursive definition in the new ModeLayer,move
CAP-26 Refactoring admin controllers and views for annotation-based controller usage.  Also refactoring css includes and moving session initialization to an initialization service.  git-svn-id: https://source.jasig.org/portlets/CalendarPortlet/trunk@19646 f5dbab47-78f9-eb45-b975-e544023573eb,move
Refactor to move the VertxHandler#handleMessage to ConnectionBase#handleMessage,move
Refactoring load and create BW instance tests,move
Resolved issue: DIRMINA-417 (Move idleTime and writeTimeout property to IoSessionConfig (from IoSession).) * Moved idleTime and writeTimeout property to IoSessionConfig * Added IoSessionConfig.setAll() and added its default implementation to AbstractIoSessionConfig * Removed SerialSessionConfig.timeout because it can be replaced with IoService.connectTimeout    git-svn-id: https://svn.apache.org/repos/asf/mina/trunk@567208 13f79535-47bb-0310-9956-ffa450edef68,move
Sweeping changes to clean up the AuctionEntry class  and move some of it's responsibilities out to other classes.,move
many doc updates - move most docs from JavaDoc to html,move
- MOVEMEs from ERDirectToWeb->ERD2WFactory - adding myCheckRules - fixing bad EOModelGroup,move
Vishal  Vishnu  #497 moved aggregation of smear and weight results to Patient,move
Refactor and Modularize the JsonOpenlegBill test  The JsonOpenlegBillSpotCheck was previously named the JsonOpenlegDevTests. This is misleading for a variety of reasons and is now clearer. Additionally two methods used in processing of the bills have been moved to the JsonOpenlegDaoUtils. This removes duplicated code when another Openleg spot check is created.,move
- Moved methods to read and write a cache from FILE_PING --> Discovery - Provided managed operations (https://issues.jboss.org/browse/JGRP-1857),move
More intelligent way of getting the join relationships for a join entity  will want to move that stuff down to ERX once we have worked the kinks out of the notion of a sorted relationship  potentially integrating in with the database context subclass that handles sorting automatically.,move
Added Unit-Test  move class name checks into a central place.,move
Removed AdditionalCheck  whose functionality has been replaced by the SyntaxCheck system. Also moved the one @AdditionalCheck we did have (lone try) into a new class.,move
Major refactor to start process of eventually moving content manager classes into separate module. For now they are moved to a different subpackage but remain in the KenyaEMR module until all dependencies on KenyaEMR are removed.,move
[riak] Added a workaround to allow strong-consistent scan transactions. [riak] Moved the utility function createResultHashMap() to the utility class RiakUtils.java. [riak] Added riak.strong_consistent_scans_bucket_type property to riak.properties file to set the fake bucket-type name. [riak] Updated README.md with a guide on how to allow strong-consistent scan transactions.,move
Relocate method: classFor(asmType) to Types  Because of single responsibility and code reusability  moved method classFor(asmType) to an internal util class Types,move
Replaced Ref with WeakReference  fixed group deletion  WeakReference is given special treatment by the garbage collector  which makes it less prone memory leaks and easier to use. It also has a few other advantages. Had I known about this class at the time of creating Ref  I would have used it!  ResourceMenu  * removed the getSelectedRef and setRefSelected methods  and made get/set Selected take WeakReferences as argument  Listener  * corrected deleteResource to properly delete all children of a group  Util  * added some static utility methods for WeakReference - deRef and refsAreEqual  Resource  * moved the node field from Ref to here  git-svn-id: https://lateralgm.svn.sourceforge.net/svnroot/lateralgm@218 8f422083-7f27-0410-bc82-93e204be8cd2,move
A bug fix which caused improper termination fixed. DataSourceComponents do not anymore need to have schema information - all of these are moved to SQL generator part.,move
- Added support to keep cursors across multiple captures; - API cleanup (mostly in the tools); - moved properties to (anonymous) project.  ToDo: - somehow tools are getting incorrect parent frames (null). This causes their properties to be destroyed.,move
deprecated MavenRuntimeManager and friends  At very least this API was misplaced  it should have been exposed from o.e.m2e.launch bundle  not from the core. More realistically  all maven launch support should be moved to o.e.m2e.launch implementation and exposed as API when we get at least few real consumers.  Change-Id: I6250d5c8d1a05801ca7dbdc2e628906c809b3441 Signed-off-by: Igor Fedorenko <igor@ifedorenko.com>,move
All code that parses SQL expressions moved into its own class,move
"- Moved Bundler and impls out of TP into org.jgroups.protocols - TP.bundler(string type) allows to change the bunder at runtime  e.g. probe.sh op=UDP.bundler[""""sender-sends""""] (https://issues.jboss.org/browse/JGRP-2058) - Changed NoBundler to not use a pool of output streams ",move
Vishal #618 moved display logic out of Patient class,move
- Replaced Java serialization with streamable in NAKACK2  UNICAST3    FlowControl  Locking  ExtendedUUID/SiteUUID  (https://issues.jboss.org/browse/JGRP-2033) - Moved RpcDispatcher$Marshaller into its own interface - Marshaller now (de-)serializes only RPC args and return values (incl exceptions),move
Add ConnectionContext  Used to track per-connection data  as opposed to RequestContext which is per request. Also move getRemoteAddress() from RequestContext to ConnectionContext (API breaking change).,move
[java] Moving rules into correct packages according to the new category - Part 2,move
newtools: moved some more code from Project to WCETTool,move
improved debugging of AST; moved SELF_TYPE self() method up to ast.Node; cleanup,move
Katta | Moved handling of successfulobd call details to KilkariCallDetailsService,move
Polish logs and move tests into dedicated classes,move
"*** Again  4 files were not checked out in p4 due to IDEA offline mode. Hrmpf. On the fly  moved EXML namespace URI constant where it fits better. Refactorings: * Got rid of ComponentSuiteResolver  because the ComponentSuiteRegistry has to be filled in advance  anyway  and this is what the IDEA plugin now also does. Simplified ComponentSuiteRegistry accordingly. * Split XmlToJsonHandler used for all EXML parsing into two handlers  one for the metadata (ExmlToMetadataHandler) and one for the Ext-component-JSON (ExmlToJsonHandler). The metadata is needed to (re)build the XSD  the JSON is needed when generating the AS3 class. Opened API to generate a single class. * Removed some too exhaustive logging and a few souts.  [git-p4: depot-paths = """"//coremedia/jangaroo/"""": change = 165881] ",move
[HER-1783] BloomFilter64bit bit-length bug prevents full bitfield from being used; premature saturation * BloomFilter64bit.java     include the split-to-subarrays (for larger bitfields) and round-up-to-power-of-2 (for performance) options previously in largely-redundant classes     fit a number of problems with int/long overflow and bitwise ops     add methods for reporting/testing * BloomFilter.java     add methods for reporting/testing * BloomFilterTest.java  BloomFilter64bitTest.java     more extensive tests  including two lengthy tests of default/oversized blooms usually disabled by renaming * BloomFilter32bit.java  BloomFilter32bitSplit.java  BloomFilter32bp2.java  BloomFilter32bp2Split.java     deleted as buggy or redundant * BenchmarkBlooms.java     move to test source dir * BloomUriUniqFilter.java     change to accept filter instance (rather than parameters) for added configuration flexibility     fix comments * BloomUriUniqFilterTest.java     supply filter not paramters,move
First work on introducing Lily record scanners: similar to hbase scanners but then to run over lily records. The lily record scanners connect directly to HBase  thus also from within LilyClient. Scanning thus bypasses the lily-server process  and hence also the avro interface. Changes include:  - moved code for decoding HBase Result objects into records to a class RecordDecoder  - publish hbase props to ZK as /lily/hbaseConfig as client needs it (will replace blob hbase access with that too). The pure (HBase|Remote)Repository implementations don't rely on ZooKeeper.   git-svn-id: svn+ssh://dev.outerthought.org/outerthought/lilyproject/branches/scanners@5391 b80d95f8-e103-0410-bd55-e03a9dc29394,move
[MPMD-162] PMD/CPD report does not take into account pmd.excludeFromFailureFile Refactoring - move the code into Exclude{Violations Duplications}FromFile helper classes  git-svn-id: https://svn.apache.org/repos/asf/maven/plugins/trunk@1762989 13f79535-47bb-0310-9956-ffa450edef68,move
Moved Duration to root and moved callTo to Awaitility,move
<Sri  Banka> #38 | Moved switch case logic for treatment update from patient service to polymorphic classes.,move
o Moved common code to common module  git-svn-id: https://svn.apache.org/repos/asf/maven/surefire/trunk@1062048 13f79535-47bb-0310-9956-ffa450edef68,move
refactoring: move xml code to EpubProcessor  move epub cleaner code to EpubCleaner,move
HTTPCLIENT-714: computation of original route moved to director  git-svn-id: https://svn.apache.org/repos/asf/jakarta/httpcomponents/httpclient/trunk@603965 13f79535-47bb-0310-9956-ffa450edef68,move
Update Console tests to use BaseConsoleTest.invokeTestConsole  invokeTestConsole handles:  * Creation of Pipes * Creation of Console * CountDownLatch setup * Verification Exceptions  invokeTestConsole comes in 3 different varieties:  * Setup  Verify * CallbackCount  Setup  Verify * CallbackCount  Setup  Verify  SettingsBuilder  CallbackCount is the CoundDownLatch number to use. How many callbacks should we wait for before moving on.,move
BVAL-77 move metadata methods to BeanValidation  git-svn-id: https://svn.jboss.org/repos/hibernate/validator/trunk@15632 1b8cb986-b30d-0410-93ca-fae66ebed9b2,move
HV-274 Moved privileged actions into own package  git-svn-id: https://svn.jboss.org/repos/hibernate/validator/trunk@19566 1b8cb986-b30d-0410-93ca-fae66ebed9b2,move
[clearcase-plugin] Moved the change log entry creation into the factory   git-svn-id: https://svn.dev.java.net/svn/hudson/trunk/hudson/plugins/clearcase@6366 71c3de6d-444a-0410-be80-ed276b4c234a,move
XSD generation has been moved to an extra mojo; allow to also skip the test compilation (not recommended),move
HV-1363 Move getter detection logic to separate class and allow users to configure it,move
HV-1577 Move from JAXB to Stax for XML mappings,move
count cache moved from EventsManager to AbstractCalendarEngine,move
Minor refactoring to move some noise out of PMD.java; cleaned up imports   git-svn-id: https://pmd.svn.sourceforge.net/svnroot/pmd/trunk@2848 51baf565-9d33-0410-a72c-fc3788e3496d,move
Per-World Permissions and groups API and more ...  This API will make CanaryMod act as if everything is global by default. A plugin is required to change this behaviour to something else.  Groups can now have a world assigned (null if global) and permissions can be saved into separate tables (each world has a table) to determine which permission belong to what world. Additionally the global permissions are stored in permission table.  You can always access global settings by passing null as world. Otherwise the fully qualified world name is required which you can get from a world  by calling World.getFqName();  Also moved UnknownWorldException from implementation to Lib.  DataAccess now defines a getInstance() method  which needs to return a new instance of the current DataAccess. So if your DataAccess it MyDataAccess then getInstance() must return new MyDataAccess(). This is required to incorporate multiple tables per DataAccess (custom table names).  Changed the groupCreate command but it's still wip.,move
Move javax.usb and native stuff into their own packages.  The libusb wrapper of usb4java is now considered to be the central main part of usb4java and the usb4java project itself only contains the Java code of this library. The javax.usb stuff is moved into the usb4java-javax project and the native JNI code is moved into the libusb4java project. Binary files are no longer present as Java resources. Instead they are (hopefully) automatically generated and published as separate JAR files (And Maven Dependencies) so they can be easily and selectively included into a project.,move
refactoring: move code to cut multipolygons into class MultiPolygonCutter    git-svn-id: http://svn.mkgmap.org.uk/mkgmap/branches/split-shape@3775 25d90789-57f7-4ee0-8453-03a3dfeeeb22,move
#14 Moved raise exception logic  moved parsing response logic.,move
common: moved LoopBound getter/setter to MethodCode,move
Toby: moving the tuple literals into the Literals class.,move
refactor: move bundle dependency lookup to a helper class  Signed-off-by: Igor Fedorenko <igor@ifedorenko.com>,move
Updated concepts version to 20130604 * Also moved functionality related to concepts version in Dictionary class,move
- moved createServerSocket from ConnectionMap --> Util - using new method in ConnectionMap and FD_SOCK (https://issues.jboss.org/browse/JGRP-1288),move
Simplified assessment name/title properties  Nobody was ever changing these  so I'm removed from the MVC layer  removed the name property completely  and moved title to AssessmentPackage.,move
[java] Deprecated CommentUtil  move parts to AST Comment  fix FormalComment,move
Started Purge Cmd. Moved Queued cmds to CmdMgr,move
Fixed ResourceMenu  lots of other minor fixes  ResNode  * Added an icon field to allow listening for icon changes (also means scaled image is cached)  * Added tree structure change listening code  * Added a contains method to recursively look for a node with a given id  MDIFrame  * Added a copyright notice  ColorSelect  * Added getter and setter for selected colour  * Changed constructor for convenience  GmMenu  * Copied copyright notice from GmMenuBar to here (GmMenu was an inner class in an earlier revision)  GmTreeGraphics  * Moved to the top level of the components package (it is in fact a Component)  * Modified to use the icon field in ResNode  ResourceMenu  * Modified to update on changes  * * ResourceMenuItem listens on its individual node for text and icon changes  * * Menu listens for structure changes and rebuilds itself (not the most efficient method)  JEdit package DNC  LGM  * Externalised the frame title String  Listener  * Modified to use the externalised title String  Argument  * Modified to use ColorSelect for colour arguments  Sprite  * made subImages public  removed unecessary methods  * removed a dependency on a non-existant external image  SoundFrame  * Fixed the arguments to the constructor of IndexButtonGroup   checkstyle.xml  * Disabled the switch statement default clause check  git-svn-id: https://lateralgm.svn.sourceforge.net/svnroot/lateralgm@137 8f422083-7f27-0410-bc82-93e204be8cd2,move
moved phase five back to phase four  - removed existing phase four classes (orthology) - moved phase five classes (kam) back to phase four - updated bel compiler scripts,move
Merged duplicate Solver and Abstract Solver class (our repo moving / git merging screwed up the renaming some commits earlier),move
SC#QCADOOMESCLS-358 delete ParameterHookPC from basic plugin and move method to ParametersHookPC into Production Counting plugin,move
FACES-2173 Move implementation of BridgeContext.dispatch(String) to ExternalContext,move
make the core.ui plugin free of model.edit references  move the remaining method to the refactoring plugin which still needs it,move
- simplify RoadMerger - add static to methods were possible - move evaluation of routeFlags to ConvertedWay - rename Element.getEntrySetIterator() -> Element.getTagEntryIterator()   git-svn-id: http://svn.mkgmap.org.uk/mkgmap/branches/refactoring@3219 25d90789-57f7-4ee0-8453-03a3dfeeeb22,move
"* add better support for keypath visibility properties * convert """"no details"""" eo's to id = """"pk"""" format instead of >pk< format * attempt to load rest delegate names from properties (ERXRest.<EntityName>.delegate) * attempt to load default rest delegate names - <EntityName>RestEntityDelegate to make registration easier * Put request handler session fixes from Ajax's JSONRequestHandler into RestRequestHandler * Added some convenience registration methods to ERXRestRequestHandler * Added some misc javadoc * 1.5ified * moved some generic rendering methods up higher to support generating alternative output formats   ",move
- Create unit test LeaveTest (https://issues.jboss.org/browse/JGRP-2293) - Replaced base64 conversion via javax.xml.bind with Base64 methods - Moved GmsImpl.leaving and GmsServerImpl.leave_promise to GMS - Added setXmitInterval() to UNICAST3 - Fixed CCME in FD_SOCK  changed suspected_mbrs to concurrent set - Added single-test target to build.xml - Removed -bind_addr from ViewDemo and Draw - Removed setting of system properties external_port and bind_addr in tests - Changed log formatting of message exchanges in NAKACK2 (https://issues.jboss.org/browse/JGRP-2326) - Changed log formatting of message exchanges in UNICAST3 (https://issues.jboss.org/browse/JGRP-2325),move
#34 moved adding user agent header to httpUtils class,move
#644 Basically reverting changes made for #127  with a fix for handling super-bounds in JDK (failed after wrapping Types in TypesDecorator). Moved most of the logic of Types.getTypeBounds() to TypeFactory.,move
This should be the last big refactoring before Guice 2 final...  - Restored Bob's binding interfaces - LinkedBinding  InstanceBinding  etc. - Moved Binding implementation classes to internal/ so the implementations could  be shared by both Injector bindings and Module bindings - Added HasDependencies interface  implemented it for ProviderMethods - Cleaned up our internal model of scopes to use the 'Scoping' class  which is like scope annotation/instance + eager/lazy.  git-svn-id: https://google-guice.googlecode.com/svn/trunk@739 d779f126-a31b-0410-b53b-1d3aecad763e,move
#310 Moved properties replacement into PropertiesReplacer.,move
Made signal height and alignment configurable per channel. Also moved some properties to the UIManager for easier configuration of them.,move
Update to 3.2  Probably gonna move to github permanently now,move
Move method from CalendarService to JsonDaoUtils  The AddObservation method was previously in the OpenlegCalendarReportService. This method was moved to the JsonOpenlegDaoUtils because it can / will be resused by the OpenlegAgendaReportService  eliminating duplicating code.,move
refactoring: moved ExmlToModelParser#getLineNumber() to PreserveLineNumberHandler.getLineNumber() This encapsulates the way the line number is stored as user data in PreserveLineNumberHandler. On the fly  made getLineNumber() robust against user data not being available.,move
RF-9309: Move panels to CDK,move
409732 : Split lifecycle mapping analysis from project import  The Lifecycle Mapping analysis is now only run after projects are imported  making selection of projects to import much much faster (< 1 sec vs 1-2 min for the wildfly codebase and its 130 projects)  After import  lifecycle mapping error markers are collected on imported projects and the discovery service is invoked to find proposals fixing these errors.  Caveats : - no proposals are shown anymore in case projects import without errors  making discovery of new/other applicable connectors less obvious.  As part of the refactoring the following notable architectural changes were performed : - LM Analysis and Discovery proposals UI are moved to a dedicated Wizard. - LifecycleMappingConfiguration was deprecated in favor of   LifecycleMappingDiscoveryRequest   -Lifecycle Mapping discovery is now based on a collection of   ILifecycleMappingRequirement  Signed-off-by: Fred Bricon <fbricon@gmail.com>,move
A fix to an unfortunate  rare concurrency problem. During injector creation  it's possbile that an @Inject method will start a thread  and attempt to access injected members while the injector is still being created. The IdentityHashSet of members to inject is currently accessed  and everything blows up. Terrible!  The fix is somewhat involved so I moved it all to a new class  CreationTimeMemberInjector. It takes care of preventing other threads from accessing injected members until all such members have been injected.  git-svn-id: https://google-guice.googlecode.com/svn/trunk@555 d779f126-a31b-0410-b53b-1d3aecad763e,move
LookAndFeel support moved into common-project  git-svn-id: http://svn.javaforge.com/svn/DockingFrames/trunk@220 3428d308-0d2e-0410-b3d4-94d0fefcacdf,move
Massive changes to support multiple subdivisions.  Many methods moved around into more logical classes  so the code just looks better anyway.  Program still works in spite of all the changes.  git-svn-id: http://svn.mkgmap.org.uk/mkgmap/trunk@127 25d90789-57f7-4ee0-8453-03a3dfeeeb22,move
Nishi  Abhi #632 Moved Patient Details show page action to PatientDetailsController.  Signed-off-by: Abhishek <asharma@thoughtworks.com>,move
Refactored SamplePatientOrder to move stuff out of the heap and added TableIdService,move
Vandana Ashish - Moved the pack completion logic to subscription class and added some logging statements,move
ARTIF-693 Move query paging into the query itself,move
Update to Probably gonna move to github permanently now,move
SC#QCADOOMES-626 mainly StateChangeViewClient improvements  move OrderState enum to proper package,move
LBCLASSIC-67  Not not all PatternLayout instances need to have a ThrowableInformationConverter added at the end of the converter chain by the postCompileProcessing() method.  With this commit  post compile processing code has been moved to an interface. By default  PatternLayouts that ship with logback have a default post compile processor. However  it is now very easy to set processor to null.  We now test SMTPAppender using GreenMail. Problem described in LBCLASSIC-67 is reproduced in tests but not yet fixed.,move
check method's parameters  move CompilationUnit to ContainerManager,move
"Several changes to the action frame  the action list and related stuff  * Moved toolbar methods from `ScriptFrame` to `GMLTextArea`  * Added modification checking in `DocumentUndoManager` and made it work with script frame and code action editor  * Added `equals` method in `ResId`; fixes a bug in the action list  * Restored color button functionality in `Argument`; this was removed in r133 by mistake  * Changed default value string in `ResourceMenu` instances made in `Argument` from """"<none>"""" to """"<no sprite>""""  """"<no sound>"""" etc.  * Added ''code'' and ''arrows'' interfaces to `ActionFrame` (arrow icons not yet added)  * Gave new layout to `ActionFrame`; no more absolute positioning  * Changed layout manager in `ResourceMenu` to make it work better with the new layouts used in `ResourceFrame`  * Implemented ''applies'' and ''not'' checkboxes in `ActionFrame`  * Changed the mouse listener in the action list to select the existing `ActionFrame` for the selected action if there is a frame for it already  * Added indentation to action list; ''if''  ''else'' and ''repeat'' actions indent the next action or block  git-svn-id: https://lateralgm.svn.sourceforge.net/svnroot/lateralgm@135 8f422083-7f27-0410-bc82-93e204be8cd2 ",move
SC QCADOOMES-2326 delivery location field moved from deliveriesToMaterialFlow plugin to deliveries plugin  deliveries required materialFlow plugin now.,move
Added lifting scheme wavelet implementation by Ian Kaplan. Moved Generalized Goertzel test to test directory  small changel all around.,move
o Refactored slightly to split InProcess/Forked creation. Also tried to move reporting further out of the fork.  This area of the code still needs a lot more work  git-svn-id: https://svn.apache.org/repos/asf/maven/surefire/trunk@1204285 13f79535-47bb-0310-9956-ffa450edef68,move
"pmd: refactor PMD main class (no functional change)  This refactor is focused on reducing the amount of responsibilities of the PMD class. Therefore all thread manbo-jambo has been moved to separate subpackage  and the algorithms associated to the mono threaded or multithreaded strategy were also moved into two separate classes. As they share a common signature and some code  an abstract class was also added.  A large amount of code were moved out of PMD class to a RulesetsFactory utility class  here again to reduce coupling and scope of responsibility. At last  PMD class now has two fields  the Configuration object  as before  and a new object called SourceCodeProcessor  which is in charge of ... processing source code !  Anyway  those changes are pure inner refactoring and should be harmless to project  such as PMDEclipse or the Maven plugin - however  as any good plan tends to go """"boum"""" the minute you state """"I love when I a plan come together""""  please let me know if you run into any issue with theses changes  I'll do my best to support you...  git-svn-id: https://pmd.svn.sourceforge.net/svnroot/pmd/trunk@7465 51baf565-9d33-0410-a72c-fc3788e3496d ",move
Rewrite Multibinder to use the InternalFactory interfaces and avoid the overhead of normal ProviderInstanceBindings + ProviderLookups  This implementation follows the same pattern as OptionalBinder  notably * All the mutable state is moved into a new inner class named BindingSelection * Calculating keys + set names is delayed until configure()/initialization time * None of the factories need circular deps resolution   I did my best to mirror the structure of RealOptionalBinder instead of trying to maintain the preexisting structure  since i thought that having RealMultibinder implement Provider and Module was a little strange.  Let me know what you think.  Benchmark results This shows the cost of injection Set<T> and Collection<Provider<T>> for a multibinder containing 5 entries  So we save 2 objects  58 bytes and about 20ns per multibinder entry  which is less than i expected  ------------- Created by MOE: https://github.com/google/moe MOE_MIGRATED_REVID=131599436,move
[MODULES-258] move JAXP redirection to JDKSpecific,move
HV-421: Moved assertSize() to TestUtil,move
HV-1190 Move the MapKeyExtractor to the default ValueExtractors provided,move
[NGRINDER-28] Develop performance test module: test listing and editing function   - Move getJavaDataModel and getSystemDataModel to AgentController class.,move
[issue:1475] moved conainer init code in a seperate class,move
"Revamped bootstrap process: * Configuration properties and context specific functions are now   all defined directly in the """"joo"""" object (package):   custom debug  _loadScript  loadScriptAsync and localization   properties must now be set before loading the Runtime.   JooRuntimeTestCase does so in order to set up everything for   Rhino. * All script loading methods have been moved to Runtime's   jangaroo-module.js * A debug-compiled concatenation of Runtime classes    previously called """"jangaroo-runtime-debug.js""""  no longer   exists. Instead  either """"jangaroo-runtime.js"""" is used  or the   former """"jangaroo-runtime-debug-classes.js""""  which has been   renamed to """"jangaroo-runtime-debug.js"""". This is consistent   with all other modules  which are either loaded as concatenated   modules without white-space  or as single classes with all   white-space and comments. * The class loader is created based on the configuration by the   function joo._createClassLoader(). If any localization property   is set  a Resource BundleAwareClassLoader is created  otherwise   a DynamicClassLoader is used. We could add a flag for   non-dynamic class loading to use the StandardClassLoader    avoiding a bit overhead if all classes are loaded statically. ",move
* Renamed TransportType to IoServiceMetadata * Added IoServiceMetadata.hasFragmentation() * Added DefaultIoServiceMetadata * Removed static fields in IoServiceMetadata which caused bad coupling * Removed IoSession.getTransportType() because IoServiceMetadata can be retrieved via IoSession.getService().getMetadata() * Removed transport.socket.nio.support package  and moved the classes there to transport.socket.nio.  Datagram transport doesn't use wrapper anymore. * Fixed freezing SocketBindTest      git-svn-id: https://svn.apache.org/repos/asf/mina/trunk@565735 13f79535-47bb-0310-9956-ffa450edef68,move
HH-82522 move StatsDSender to common config,move
[MCHECKSTYLE-123] start some refactoring with moving rss generation to a dedicated component.  git-svn-id: https://svn.apache.org/repos/asf/maven/plugins/trunk@813614 13f79535-47bb-0310-9956-ffa450edef68,move
* removed IcyFileUtil and IcyNetworkUtil classes. * persistent Ribbon minimized state. * fixed multiple carriage return in Plugin detail panel description. * moved actions from Preferences code. * modified internet connection monitor icon.,move
NOJIRA:  Move @ResourceMapping from EmergencyAlert to the LifecycleControler;  rename GET-FEED -> GET-NOTIFICATIONS-UNCATEGORIZED (because we're going to start reusing it),move
o moved static methods to an utility class so we could test them o updated javadoc  git-svn-id: https://svn.apache.org/repos/asf/maven/plugins/trunk@582614 13f79535-47bb-0310-9956-ffa450edef68,move
FACES-1934 Move functionality that writes of <eval>...</eval> section from PartialViewContextCleanupImpl to new PartialViewContextScriptImpl class,move
removed unused event source code; moved parts to pb,move
Added shutdown lifecycle event and moved lifecycle into WebBeansBootstrap. Removed postProcess method which is unused from DeploymentHandler.,move
Removed unecessary class and moved its content into EvaluatorFilter,move
added a global flag permission section to the config  moved a few things around,move
API: moved isNewObject to ERXEOControlUtilities,move
DataComposer initialization moved to InitListener,move
Test moved from PmTableTest to PageableCollectionTestBase,move
rm abstract class and move all code into the only implementing class,move
retire monolithic clientTest  vreak out into smaller  individual tests; move some tests under service.,move
Fix typo + move methods getValue and getUnit into ProjectDiskUsageActionFactory class.,move
added support for head and options  moved setHeaders(String) to script fixture as got forgotten  removed support for fit variables starting with $,move
Cleanup publishing of blob information to zookeeper: move everything to class BlobManagerSetup.   git-svn-id: svn+ssh://dev.outerthought.org/outerthought/lilyproject/trunk@4719 b80d95f8-e103-0410-bd55-e03a9dc29394,move
Eliminate RavenUtils from Raven and add logging to ClientExample  RavenUtils is no longer needed by the new Raven client. All logic has been moved to either the Client or the new Utils class. Logging has been added to the ClientExample  so you can see what's going on in the background.,move
meta data cache code moved to cache package,move
added navigation history across IView instances  fixed some glitches with editor focus ownership and caret movement but still way to go,move
o moved interpolate() to DoapUtil and take care of array o using interpolate in doapOptions parameters o improved/added test cases  git-svn-id: https://svn.apache.org/repos/asf/maven/plugins/trunk@1057614 13f79535-47bb-0310-9956-ffa450edef68,move
check method's parameters  move CompilationUnit to ContainerManager,move
"Code cleanup in preparation for release of 3.0. - Simplified """"protocol"""" structure  - Moved ConfigLocator logic into HibernateConnection  - Split large HibernateDatabase class into multiple implementations  - Added javadoc  - Test and test data reorganization  - Removed slf4j dependency ",move
beginning work on 0.7.  incorporating the TripleSource interface from corleone into the main API  moving all the DataSource specific bits into it's own package re: #25.  Also removing the proxy objects flags since it was obsoleted and deprecated in the previous version re: #32.,move
Reimplemented escape() for 2x speedup  * Replaced the escape() method with a much simpler method that   produces on the order of 2x speedup.  * Moved the utility functions to Util and made them public,move
Refactoring of Content heirarchy: * Removed HtmlContent - moved processing logic into HtmlContentProcessor. * Merged ContentStub and BaseContent into InMemoryContent and used that everywhere instead.  --HG-- rename : src/main/java/com/opensymphony/sitemesh/BaseContent.java => src/main/java/com/opensymphony/sitemesh/InMemoryContent.java,move
JCBC-855: Improve writability of integration tests  Motivation: ----------- When writing an integration test case that has special requirements (like a dedicated bucket  avoid the flush phase  use a different bucket name  ...)  it has become very difficult to rely on inheritance of ClusterDependentTest base class (as JUnit doesn't behave very well with abstract parent classes). There was a need for a different more flexible approach.  Modifications: -------------- Most of the code mutualized in ClusterDependentTest has been moved into a CouchbastTestContext class. This context holds the references to the Cluster  Bucket  BucketManager  etc...  It also provides utility methods to perfom assertions on the context (eg is N1QL available) and lifecycle management (cluster disconnect  ...).  Such a context should be created in a @BeforeClass method on each test case instead of it extending ClusterDependentTest  by using the CouchbaseTestContext.builder() builder.  ClusterDependentTest has been made deprecated and is mirroring the old behavior by relying on CouchbaseTestContext internally.  Thanks to that  tests that were previously ignored have been reactivated.  Results: -------- Using the CouchbaseTestContext with the associated builder allows for far more flexible integration tests. For example it is possible to set a specific bucket name then to have it being created in an adhoc way (by appending a timestamp to the given name)  so that it can be destroyed after the testcase.  Change-Id: Ibf80a144ec0d01fa18f26ca6474bf317955cd4bc Reviewed-on: http://review.couchbase.org/57375 Tested-by: Simon Baslé <simon@couchbase.com> Reviewed-by: Michael Nitschinger <michael.nitschinger@couchbase.com>,move
EMAILPLT-141 Move caching to service layer; redo dao interface,move
Removed the weightings utility class by moving its very limitted factionality elsewhere,move
o moved code from ArtifactUtils to ProjectInfoReportUtils  git-svn-id: https://svn.apache.org/repos/asf/maven/plugins/trunk@676753 13f79535-47bb-0310-9956-ffa450edef68,move
refactor: move implementation of Prepared and Callable statements to PgPreparedStatement and PgCallableStatement  Note: the code is moved as is  no reformatting happens on the way for easier comparison  closes #459,move
Work moved to point where reflex tests are created,move
Post HTTPCLIENT-1372 cleanups; all multipart entity generation logic moved to MultipartEntityBuilder  git-svn-id: https://svn.apache.org/repos/asf/httpcomponents/httpclient/trunk@1495409 13f79535-47bb-0310-9956-ffa450edef68,move
Ashish  Ashok | #1973 | Refactoring CampaignMessageAlert  moving it from service to OBD.,move
Simplification/generalization of code and addition of activemq product.  Also moved product configuration files to products directory,move
adding first pass of compile-time guice. Also moving stuff to internal to make ConstructionProxy and Reflection classes available there.  git-svn-id: https://google-guice.googlecode.com/svn/trunk@435 d779f126-a31b-0410-b53b-1d3aecad763e,move
