Commit message,Class
* Removed a bunch of duplicate code from PictReader * Fixed OpenlabReader to handle openlab/stefan/270508.  Note that this file's images still look wrong (since the file is all kinds of corrupt)  but at least all of the images are detected now.,code smell
removing dead code,code smell
Starting to remove some duplicate code,code smell
Removed dead code. If we aren't needing the page name  no reason to loop around doing stuff to find it. Cleaned up javadocs a bit.,code smell
Bug 372840: [quick fix] Add a quick fix to add the missing default in a switch statement,code smell
Removed duplicate code,code smell
Checked in some dead code recommendations.,code smell
[AS7-462] Cleanup metadata classes,code smell
[CLEANUP] - Split overly long method into smaller chunks.,code smell
callgraph: Remove dead code.,code smell
Refactored the FieldConverter stuff to remove a lot of duplicate code.  Created a BaseFieldConverter class.,code smell
fixed EtcdBasedConfigurator context refresh stacktrace printing and some refactoring of duplicate code,code smell
BEAM 4.7 data model changes: new Mask and VectorData classes,code smell
feature #907 sprint5 : The user can now view all its suggestions whatever their status. For doing  the identifier of a user can be now passed to the REST web service in the getting of published suggestions. Improve the JQL query construct in JPQLQueryBuilder. Fix some discovered bugs. Clean up dead codes in JS and in JSP.,code smell
Removed duplicate code and added outlines for how to add version to the start log entry.,code smell
ICE-5960 Factored out duplicate code into updateBundle() private method. Clarified boolean tests.,code smell
HSEARCH-2581 Add an abstraction layer over ES requests,internal
continued cleanup  made tables joined inheritance and matched nullable/sizes,internal
Renamed SingleTaskRenderingExecutor to DefaultRenderingExecutor and simplified the code. GEOT-3784: reduced coupling between JMapPane and MapLayerTable. GEOT-3746: work towards map pane with multiple backing images GEOT-3780: start of new JLayeredMapPane (not usable yet) Simplified RenderingTask class and RenderingExecutor interface. Removed renderer setter from JMapFrame (assumes StreamingRenderer instead) Removed unnecessary event constants and related methods in listeners. More unit tests.,internal
Some minor abstraction in SPARQLParserBase to make it easier to extend sub-query parsing,internal
More work on abstraction.,internal
@djazayeri Rename MPI interface and change inheritance.,internal
BookKeeper Client: Ensemble placement policy changes - Include ackQuorum as an argument to the newEnsemble method - Add ackquorum size to RRTopologyAwareCoverageEnsemble - Include ensemblesize  write quorum  ack quorum and existingEnsemble as a separate explicit argument to replaceBookie; so replacement decisions can be made in accordance with any constraints on the ensemble,internal
SCRUM-285: code review: inherit -> enabled. Using InheritanceContentWrapper temporarily to be replaced with inheritance wrapper.,internal
HBASE-11527 Cluster free memory limit check should consider L2 block cache size also when L2 cache is onheap. (Anoop),internal
DATADOC-128 - Enable storing inheritance trees.,internal
Analyse: System documentation extended with UmlLink and Type Parameter declaration detection. UmlLink detection extended with links to library classes. C# code analysis improved (multiple inheritance. Test case extended.,internal
Added ErodingPool decorators designed to shrink the size of a pool without the use of an evictor.,internal
add support for Lucene indexes configuration: directory (mmap  fs)  analyzers  stopwords  size of buffers,internal
Refactor some of the inheritance providers.,internal
Bug 388281 - [compiler][null] inheritance of null annotations as an option - comment 28: consider inherited annotation inside method body  too,internal
Measure coverage for equals/hashCode methods with inheritance generated by Lombok,internal
Added an additional abstraction layer for example queries and implemented a generator for simple regex queries.,internal
Error messages are slightly colorized  continued implementing JPA setup abstraction,internal
JBRULES-1450 De-couple drools-core from the java dialect's PackageCompilationData -Initial de-coupling attempt -also updated to mvel 2.0 alpha 2,internal
Extracted A SortedIndex interface from the Index interface to non sorted indexes having to deal with that leaky abstraction. - Added A free() method to the Paged for symetry with the alloc() method. - Added A A couple of pre canned Marshaller impls,internal
Fix size parameter passed to freeSpace,internal
reactoring classes coupling and dependencies in NPM,internal
accounting for changed inheritance - Renamed method to more sensible wording,internal
Refactored into polling and direct route selection.  Required new abstraction and inheritance.  Simplified/moved data types and utils.  ,internal
Stage / InstrumentType decoupling.,internal
Finalize decoupling of producer parts from concrete JAX-RS implementation,internal
fixes #591 we are now a bit smarter about the size of tables that we create by default  which was the root of the time and memory consumption problems here.,internal
Added Agent abstraction to coordinator,internal
Reduce size of feature list in request URL,internal
ItEr34S12CUCreacionUnidadesPlanificacionItEr33S14: Extracting methods in order to keep the same abstraction level,internal
Fixed the new events to use the abstraction layer,internal
Updated to fix issues with inheritance and tree branching in querying,internal
Optimize SkipList flush by Sync thread to check if mem-table entry after sync-logMarker  which indicates the target checkpoint position. SkipList is augmented to capture last rolled-logMarker before inserting any entry  to indicate all entries are added after rolled log Marker (aka checkpoint). The sync thread simply move sync-logMarker on timeout or shutdown for checkpoint position  which allows SkipList size limit and sync-interval settings factored in the tuning.,internal
trying to make twidere work with identi.ca #235 improved L compatibility,external
Separated C++ and C Physical Implementations to provide Andrew more flexibility. Added ICPPASTTemplateId and implementation.,external
BUg 495095 - Disable a test that tests functionality that isn't implemented yet,external
seperated functionality to make the update procedure easier to understand,external
Improve Collect Earth performances,external
Issue #851: Initial implementation of batch-push functionality,external
Add in a simple builder for SQL strings  and use it to implement some additional functionality in EntityCollectionImpl,external
Fixes #205 Performance issue when an entity has a lot of attachments,external
Renamed performance test. Introduced AbstractModule to support more concise configuration code.,external
performance improved version of VirtualBandOp,external
repackaged integration tests into non-specific web package for simplicity and removed AbstractTest since it is not used,external
[MRM-1283] moved browseGroup() functionality over to metadata repository,external
Renamed GraphSail property default.namespace --> default-namespace for compatibility with OrientDB. OrientGraphSailTest now passes. Other lightweight changes.,external
improved the performance of Bytecode and ConstPool.  Added clone() to Bytecode.,external
move directories for maven compatibility; also formatting,external
EST-794: removed RendererAbstract  inlining functionality to RendererForFreemarker subclass.,external
HADOOP-2471 Add reading/writing MapFile to PerformanceEvaluation suite,external
slight cleanup  reformatting for better readability,external
Refactoring of JML test execution functionality,external
changes for readability,external
Improved the performance for clearing reference attributes when the attribute they reference is deleted.,external
introduced the Graph class to improve the OO-ness of the model classes. This should also improve testability a bit.,external
Split responsabilities between CompatibilitySuite and TestContext,external
HBASE-528 table 'does not exist' when it does -Changed HStore and Memcache methods for computing closest row at or before -Added more test cases for verifying this functionality -Simplified the getClosestRowBefore interface so that it does not take timestamps -Noted that getClosestRowBefore is assumed to work correctly ONLY on tables where updates are always with ascending timestamps (method is still not a part of HTable interface  so not available to clients),external
Removing PrimitiveValueType and merging its functionality with the ValueType. The multivalue and hierarchy flags are removed and ListValueType and PathValueType are created instead. To the ListValueType and PathValueType it is possible to give as extra 'typeParams' the ValueType that should be put in the List or Path.,external
HBASE-1364 [performance] Distributed splitting of regionserver commit logs,external
Improved communicate protocol performance by keeping socket and database connection alive,external
Added hook for progress reports on  and hooks for user configurability of file reading,external
Refactor event store benchmark and benchmark tracking performance as well,external
topic: code enhanced type: functionality module: other description: MDEditor - switched to dictionaries  updated export,external
Concept charts visualization 1. The box plot outliers functionality is added 2. Removing not used code 3. Adding the heat map concept code.,external
fix typo in PerformanceNode class name,external
Tools developed for multiresolution signal processing using the available filter classes/functions. Filter classes expanded with minor additional functionality.,external
 Removed lots of duplicate code  better error reporting due to another logger for traces,code smell
moved java metadata classes to a separate package,code smell
cleanup: move data classes to new packages,code smell
webadmin: add disk - cleanup and duplicate code removal,code smell
Delete dead code that isn't used anymore  as it's now automatically provided by DOM support,code smell
added condition set command  cleaned up some unnecessary duplicate code,code smell
Remove some duplicate code from heterogeneity minor fixes,code smell
1. Implemented function to modify a loan product. 2. Added security controls so that only administrators can view  create  update  and delete loan products. 3. Refactored loan product controller hierarchy to eliminate duplicate code.,code smell
ItEr22S12CUVistaRecursosTempoPorProxectoItEr21S07: Creating package for resourceload data classes,code smell
Added back in password parameter to use on SQL data source (whoops)  cleaned up output  moved RandomData class to tests.,code smell
oprofile/perf: Remove dead code.,code smell
removed some dead code,code smell
Extract duplicate code into a method,code smell
Made annotator tests extend abstract AnnotatorTestData class,code smell
Removing duplicate code from import/export wizards. JUnits were corrected.,code smell
Less duplicate code ... I think.,code smell
Added bagging approach to handle unbalanced data classification,code smell
Removed duplicate code and added outlines for how to add version to the start log entry.,code smell
REPLACED log4j2 logger with slf4j/logback UPDATED meta data extraction logic by refactoring duplicate code,code smell
Feature #4149 : user account validity - modifying database structure around users - modifying unit tests datasets around users - modifying models and query mechanism around users - adding columns into ST_User for next features - deleted users are retrieved by their state and no more by access level - changing the management of user accessLevel information - removing some dead code - centralizing/refactoring some code,code smell
[SUREFIRE-695] Avoid duplicate code in SurefirePlugin and IntegrationTestMojo,code smell
kie-services-client: Cleaning up duplicate code and packaging,code smell
Bug 335909 - adjusted cfg generation for switch and dead code,code smell
HEAD - removing dead code,code smell
Instead of initializing imported classes immediately  they are only initialized if constants (heuristic: upper case!) are used. Static method and constructor calls are intercepted by a class-initializing wrapper method  anyway. This makes lazy class initialization effective! It may also allow later to introduce extended scopes (*-imports  same package  statics of super classes) when preloading all classes. All Jangaroo examples and Jangaron have been adapted to work with the new semantics.,code smell
Removed some dead code  implemented LinearGradientPaintFactory and RadialGradientPaintFactory in preparation for enhanced passthrough gradients  and changed lists of custom graphics to be sorted to improve the UX somewhat.,code smell
Move *MetaData classes to meta subpackage  rename MetaData to ExchangeMetaData,code smell
refactor duplicate code,code smell
systemtap: Remove dead code all around.,code smell
290: Extracted some methods to reduce average method size  and eliminate some duplicate code.,code smell
XSKINX-29: Refactor duplicate code Refactor JsxAction and SsxAction. Patch from Caleb James DeLisle  applied with minor changes.,code smell
Added Content Spec filters back after adding Filter Types. Cleaned up the Search views  to remove duplicate code.,code smell
ENH: add labels for all system entities Set EntityMetaDataMetaData.LABEL to required Use simpleName by default in EntityMetaData Consistency: rename *EntityMetaData classes to *MetaData classes,code smell
"fixed decoding of captured data: - packets with a timestamp of 0xffffff start with 4 bytes unknown data that are not included in the header size - don't decode ""notify"" packets with a stream id as they contain stream metadata",internal
[SPARK-9453] [SQL] support records larger than page size in UnsafeShuffleExternalSorter,internal
[SSHD-82] reame listFiles() to listSshFiles() to allow implementation using FtpServer file abstraction,internal
Fix Quality flaws about complexity,internal
SONARJS-729 Do not include complexity of nested functions into nesting one complexity (#309),internal
[ARQ-193] Create auxillary OSGi test bundle Add TestClass abstraction. ClassEvent uses TestClass internally Add Context parameter to DeploymentPackager Add Context parameter to ApplicationArchiveGenerator  ApplicationArchiveProcessor,internal
SCRUM-500 refactored AbstractRegistry to be used with composition rather than inheritance,internal
RESOLVED - issue SEAMSOCIAL-27: Enhance loose coupling by having more CDI bean associated to the service and less standard objects  https://issues.jboss.org/browse/SEAMSOCIAL-27,internal
Translation of imports and log checkers done. Basic log fw abstractions implemented,internal
Fixed dimensions not being properly reduced  ImagePlusContianers were always 5d which breaks e.g. Gaussian Convolution that cannot handle dimensions with size 1.,internal
FINALLY! decoupled the gwt  amf  rest  and xfire modules from the spring-app module. rearchitected  loosened the module dependency tree streamlined the configuration for spring 2.5 support removed unneeded complexity in spring-app. split out each module into its own servlet.,internal
- Added UNICAST_RetransmitTest to test https://issues.jboss.org/browse/JGRP-1868 - SeqnoList now extends FixedSizeBitSet and uses a bitmap for retransmission (https://issues.jboss.org/browse/JGRP-1868) - NAKACK2  UNICAST3: added max_xmit_req_size - Table.,internal
CMTC-10 : [Groovy support] Add tests for metamodel inheritance,internal
"- Added an abstration of condition expression lanugage (cel) - Added an abstraction of function expression language (fel) - Removed the tight coupling between the bean framework and valang.  - Changed the ""valang"" annotation and element to ""expression"" - ",internal
* restructured code and package structure for higher cohesion * implemented proxy logic with cglib * fixed bug with introspector  generics and interfaces in java 1.6 * extended and added tests for ReflectUtil and ObjectFactory * added AbstractBeanTest to pull out similarities,internal
Slight abstraction,internal
Improved mmap management by computing the right size of blocks avoiding overlapping,internal
push rarely-used repositoryService injection down inheritance tree,internal
DATACMNS-387 - Introduce Slice abstraction.,internal
Thirs commit for Roller 3.1 Theme Encapsulation work ...,internal
added algorithm to marshalling generator to guestimate a more appropriate allocation size for the StringBuilder used to construct the marshalled object.,internal
Decoupling the MethodTargetResolver from the ApplicationContext,internal
Added experimental support for inner joins and flattened attributes. Improved support for inheritance (mostly untested). Separated out common EOAdaptor code for implementing non SQL EOAdaptors.,internal
ClockService  Starting on decoupling (agreement from lease  finance),internal
DAO abstractions and updated 'npc' sql file,internal
CAMEL-4428 Introduce NamedNode as Abstraction of OptionalIdentifiedDefinition. This avoids some references from api to model,internal
Added QCOW2 virtual size checking for S3.,internal
revamped inheritance lookup,internal
Added a layer of abstraction  to make it easier to insert a new ScriptEngine,internal
experiment to support inheritance during parsing of inlined entities,internal
fixing inheritance issues (Issue #256).  thx rrotmark,internal
Refactored command line argument and configuration file handling * Improved and refactored Configuration class * Added extensive unit test for Configuration class * Tried to reduce tight coupling with Main and Configuration class * addresses issues SERVER-43  SERVER-44,internal
[cleanup] Reduce fanout complexity (but still not enough),internal
Performance: Claim Lookup,external
Changes to the performance tests using JMeter. Added load test for the JPA store.,external
JBIDE-9588 Poor performance of XHTML template validation,external
SLE-127 Bad performance while handling Markers,external
Fix really a lot of bugs; rewrite for performance,external
Refactoring - pushed property mgmt functionality into new superclass now shared by the report renderers,external
separate benchmarks from correctness tests which are now part of a junit test suite integrated into the build system,external
[MRM-1025] remove database cleanup consumers and centralise functionality in RepositoryListener Note: this commit requires that a following work item be completed to add a service for scanning metadata and cleaning up if a file is erased. Workflow will be documented first.,external
Issue 176: size can now test compatibility with images; refactored vcloud config logic; updated to support latest bluelock,external
1.0 release * New data sources:   - Grayscale heightmaps as source for elevations   - Arbitrary images as source for ground textures   - Custom OSM XML Files as source for ground textures * Full Support for the European Cities DLC.   The building style of existing maps can be changed in the Metadata-Editor * Performance of OpenStreetMap-Downloads improved  the hard download limits   were removed * Windows-Executable (.exe-file) * Program Update Notifications * Cache Janitor: removes deprecated and broken files from the cache * Drastically improved error handling * Useful new options in the settings menu (log file  updates  cache janitor  ...) * Many small improvements and lots of bugfixes  see CHANGELOG.md,external
RESOLVED - issue RF-10987: Improve GraphValidator performance  https://issues.jboss.org/browse/RF-10987,external
Bug 476074 - [region] performance issue with large number of service listeners and service events,external
Refactoring to separate Bugzilla/Github/Jira functionality,external
ACT-746: added functionality to involve people and give them custom roles,external
Fix tracker bug 94614 : BIRT: performance issue with function dataRequestSessionImpl.getColumnValueSet.,external
Added fetching recipient id functionality/tests based on commit author from a build for private messages.,external
moved citizens compatibility classes into QuesterNpcs,external
Bug #1261: Extract method createTab with common functionality for each tab,external
topic: code enhanced type: functionality module: other description: mdEditor - ongoing: support of referenced groups,external
BATCHADM-72: Improve chunking traceability - add sequence info to chunks - Improve logging in ChunkMessageChannelItemWriter - Add mysql/h2/derby properties to integration project - Add drop scripts necessary for persistent databases,external
added EntityManagerImpl.persist(Collection<Object> objColl) - the main advantage over persist(Object obj) is that   a single batch mutation will be used for performance,external
CSPACE-3175 Refactored *Resource classes to use functionality in two main base classes: ResourceBase  and SecurityResourceBase. Also  changed how some responses are now response code 400  BAD_REQUEST  where previously they were incorrectly sent as server error  500.  See extensive notes here: http://issues.collectionspace.org/browse/CSPACE-3175 ,external
Refactor to improve readability of comparisons,external
Included 0.7 API. Note that there is a lot to implement. This just includes the API and changes for non-code-breaking functionality for the impl/unit tests/examples.,external
added new performance data,external
Account status functionality implemented in M2 style. TestEditStatusAction is added.,external
SAK-1756 -- Merged sections-dev-branch into trunk.  Section Info and SectionAwareness now rely on (and decorate) the framework's generic grouping functionality.,external
fixes  refactor parser - TODO performance check,external
[MOD] ArrayList replaced with ObjList [FIX] GUI: drag'n'drop functionality fixed [MOD] local session support for JAX-RX added,external
Added some JCR-related functionality  including a code that monitors the rule sets in a repository and keeps them in sync with the RuleSet instances in a RuleService.  Also created the concept of an ExecutionContext to encapsulate some commonly-needed functionality (including tools and the session factory).,external
Refactor demos for readability  better comments and configuration,external
Added the functionality required for BZ#1011904 - Support multiple config files.,external
[changed] common | feature: multi subscriptions - Connection type to MapServerConnection [added] common | feature: multi subscriptions - equals for Data [added] common | feature: multi subscriptions - new SubscribtionData class,code smell
refactored PageData class to now be WeblogTemplate ,code smell
KARAF-1243 First part. Refactoring on trunk to remove duplicate code on mbeans and shell. Bugfix for delayed update not yet included,code smell
solr components working again  removing dead code,code smell
Supplier interface and BuiltLazy class.,code smell
Rename ClientData class to Client,code smell
Added allowInSwitchCase property to AvoidNestedBlocksCheck to allow limiting the scope of variables to one case of a switch statement.,code smell
Fixed unnecessary method and created MockData class.,code smell
UPDATED readme to reflect changes REFACTORED some methods from disk writer to the file handle class to reduce the number of objects to keep as members UPDATED the shutdown of the application as there were cases when the remaining data was not written correctly ADDED hashCode and equals methods to FlippableData class to minimize the chance of randomly appearing further elements in the flipped queue (though this sometimes still occurs for no obvious reason),code smell
frontend: reduce duplicate code related to run-once capability,code smell
added codemodel switch statement for careRecordType parameter,code smell
Refactor to eliminate duplicate code between Loggers and Handlers,code smell
recognize switch statements that have exhaustive labels for an enum,code smell
Cleaned up SoapSerialization envelope.  Added some rudimentary dot net support so it will work with sites like weatherX etc.. Removed some dead code.,code smell
[MRM-1551] add rest method to delete artifact. reuse service in webapp action to avoid too much duplicate code.,code smell
"Fix stack overflow on long methods bug. See test case for more details. - Convert the problematic recursion (SEARCH of SSA conversion) into an ""iterative"" code (by introducing a stack data structure.",code smell
Test the metadata class with JDO,code smell
refactor move rename trade metadata classes,code smell
Bug 268036 Revoked the deprecated script method: beforeComputations and afterComputations  since it can't be replaced by beforeGenerations and afterGenerations respectively. Also added new PlotComputation as super class of PlotWithAxes and PlotWithoutAxes  so user can use code assistance in js editor more effectively and chart engine can remove much duplicate code.,code smell
[SHRINKWRAP-12] - Cleaned up some duplicate code from the exporter test cases,code smell
GUI changes due to BEAM 4.7 data model changes: new Mask and VectorData classes,code smell
Forced metadata classes such as users  roles  etc to go into the metadata cluster to protect them.,code smell
[Bleeding] Add new MaterialData classes for new blocks and update existing blocks with new data,code smell
removed duplicate code by adding a public getPropertiesFile method to obtain the File,code smell
Splits a long method into multiple shorter methods.,code smell
[MCHECKSTYLE-123] refactoring to prevent duplicate codes.,code smell
Various cleanups in tosa-loader to kill dead code,code smell
BEAM 4.7 data model changes: new Mask and VectorData classes,code smell
Added new Metadata class for easy access to core metadata * Enforces 'fail-fast' - if metadata object doesn't exist then exception is thrown,code smell
#675 refactored the Options/Metadata classes so they can be deserialised in AbstractDataStore; so we can killed containers now,code smell
Refactoring  translation and removing dead code,code smell
DDF-465: Code clean up. Removed commented out code lines and duplicate code in the tests.,code smell
working up test coverage; minor tweaks; removing dead code; fixing very minor bugs; adding tests,code smell
[XQUF] fast replace  fixed missing attribute size update for parent. still deactivated though,internal
ROO-3353: Make GAE and GWT version properties ROO-3352: setAccetableValues(Collection collection) method is still added to EditViews when field is marked read-only in proxies. ROO-3211: Modify the inheritance chain of activities and views in order to increase flexibility. ROO-3208: setEntityPickerValues method not being added to View interface in EditActivityWrapper ROO-3204: Use existing renderers in mobile list views rather than defining new ones ROO-3179: Better organize the scaffolded views in a GWT application ROO-3178: If a user adds a field to an unmanaged edit view  do not add it to the managed edit view,internal
Keep track of top-most rank; remove unused abstractions,internal
 You can now resize the browser size and the screenshots in the reports using the thucydides.browser.width parameter.,internal
Reduce the size of calculation job result messages.,internal
bugfix; 3136650; problem with inheritance mappings;,internal
Implemented sort() Fixed missing so that it works correctly with the formal argument has a default value Implemented cat() Implemented stdout() Corrected bug in unique() Removed special handling for classpath: files and created simple abstraction over file system so that library and other files can be read from jar files.  library paths are now constructed from the classpath.,internal
[1065461] readOnly configuration is editable via CLI - Fix a regression in List of Maps handling by relaxing size assumptions - on the old and new list entries. - Add equals checking for read-only Maps and Lists,internal
OGM-256 Provide support for InheritanceType.TABLE_PER_CLASS,internal
Op products and compositions,internal
UOM management for symbol's size in value classif for points Everything is updated  that's beautiful.,internal
o Strengthened IT to check deeper inheritance hierarchy,internal
Refactored to prefer composition over inheritance,internal
Made XReferenceType an interface.  Changed XObjectType to extend AbstractVertex.  Added InheritanceGraphEdge class. These changes allow us to create a graph of inheritance relationships.,internal
LOG4J2-1412 Unbox test increasing the cache size should run later,internal
Removed responsibility of getExportExtension to abstraction service layer,internal
HBASE-7255 KV size metric went missing from StoreScanner.,internal
remove inheritance in tables since inheritance strategy joined creates extra tables,internal
fix(engine): Changed size to totalJobs in MockBuilder for Batch,internal
Extracted and renamed some interfaces  as the first step towards reducing coupling between the parsing and specification modules. This will eventually allow multiple specification methods.,internal
Removing player index to reduce complexity since I doubt its required. Decouble and nullify faction descriptions.,internal
[WFLY-405] make core-service=patching:show-history return all the history (instead of the current patching state)  modified the history format to patch-id  type  applied-at  make CliUtilsForPatching.rollbackAll() actually rollback all the ever applied patches  introduced PatchingHistory abstraction with the possibility to iterate over the patching history  added ageout-history handler which deletes history past the last active cp,internal
move old composition stuff away,internal
DRY'd up the Tomcat remote container.  Refactored to composition over inheritence for the Tomcat Manager command URLs.,internal
Fix for 256-bytes payloads  better errors for payloads that exceed the maximum size allowed  ability to estimate the size of a payload before adding a property  option to reject properties if the size estimate exceeds the maximum size allowed  new class for running specific tests related to reported issues  and more.,internal
– changed render routine for text fields – added tabbing abilities to CustomScreen – various modifications on CustomScreen to match the new TextField requirements – changed size of PacketSky,internal
Abstraction of `CeylonBuilder.getSourceFolder()` and `CeylonBuilder.getResourceFolder()`,internal
Core API: Compositions support topic refs (#786).,internal
Introduce environment variable controlling page size of nitro requests,internal
Adds options for num writers and commit size on db-bootstrap page; improves bootstrap file format and performance by using type names instead of IDs,internal
"Refs #3052  #2939: Adds default ENTER and ESC key mappings to Preferences and Bookmarks dialogs. Also increases the size of the ""Filter Displayed Data"" dialog  so the title end is not cropped.",internal
Integrate Statistics modules in the trunk with large refactoring. Clean API and split StatisticsAPI module with a new DesktopStatistics  where the TopComponent and desktop UI  controller and model is located. Build a MVC architecture to support workspace encapsulation and adapt Panels code to support asynchronous model-based refresh. Reimplement Panels with better layout. Adapt StatisticsStandard with new API  delete front-ends and migrate to use current Graph API access. Increase consistency of Statistics settings panel.,internal
reporting module: added automatic deleting of reports after a configurable number of hours. added UI to build CompositionCohortDefinition.  added UI shortcuts for creation of common parameters added UI to re-run a historic report with a new format,internal
moves default response functionality to AbstractMockOperation - removes listener call no one listens to,external
Functionality extended to include HUSACCT in build process. Furthermore refactoring improvement of the batch process + removal of password protection (since it did not work).,external
Fixed Term delete api incompatibility with runway gis universal requirements.,external
improve performance of type qualifier analysis shrink debugging output for type qualifier analysis,external
"Removed destructive ""all"" view from all ResourceProviders  added ""doNotSort"" flag when only UUID query is executed in SearchCommand  added session timeout to Jetty configuration  some other performance optimizations and code cleanup.",external
"Foundation + Further work on parsing action-based extension points. + Introduction of CommandAction  which emulates the IAction interface using command-based managers + Moved the uncategorized category down to CommandManager from CommandService + Renamed all the IHandlerState related objects to be IState.  The ""handler"" qualifier  while indicating the primary use case  is an unnecessary qualification. + Made the state identifier a more integral part of how state works.  The id is used to identify which piece of state applies in a particular scenario.  This is used to distinguish ""name"" and ""description"" label state. + Refactored some common functionality related to property change listeners from Action to a new class AbstractAction. + Extracted some label parsing utilities (related to mnemonics and accelerators) from Action to LegacyActionTools. + Extracted some common constants into CommonCommandPersistence. + Created SelectionEnablerExpression to wrap the legacy SelectionEnabler framework. + Started work on a proxy for pulldown delegates.",external
Restore compatibility with 1.8,external
<STORY 248-SOLR plugin> Update and delete functionality for Mongo and SOLR Entities,external
Added additional flexibility to fetching SCOP domains from an AtomCache.,external
BZ-1060747 - IBM WAS 8.5 compatibility: splitting kie-services-client into kie-services-client and kie-services-jaxb (cherry picked from commit ba362d120c000ce13aadbb9e632359f3db48c753),external
Added statistics endpoint. Refactoring of functionality into own packages,external
Bug 233643 API builder performance bad for incremental build,external
AbstractBlobTransformer uses template pattern to encapsulate from implementations blob 'delete' functionality.,external
WICKET-3730 extremely slow performance in development mode WICKET-3731 PackageResourceReference.lookupStream(IResourceStreamLocator  Locale  String  String) creates wrong PackageResourceReference.StreamInfo,external
Fix performance regresssion introduced by using InetSocketAddress getHostName() Patch provided by Scott Harrington  improved upon by Kris Jurka,external
o Refactored API to move from tree to graph  thereby allowing to fix CPU/memory performance,external
Compatibility with SQ 6.1,external
implemented registry and unregistry of apns api  also started implementing the send to device functionality (#14),external
Traceability has no API,external
Much less mockup in the updatetracker  and better performance for the summa integration,external
Added new map functionality. Performed deep tests and fixes,external
SONARPLUGINS-3168  SONARPLUGINS-3423 Compatibility with multi-language plugins and no more compute file hashes as it is already done by the core.,external
created new functionality to phd candidacy process to allow associate any active candidacy from student ,external
Bug 86013 Performance failures should be written to separate log,external
further refactorings to performance test components,external
Lucene Directory performance regression test (trunk),external
Rewrite the ImmutableSortedMultiset implementation for improved efficiency and reduced memory consumption. From Louis: http://codereview.appspot.com/6203097/ ------------- Created by MOE: http://code.google.com/p/moe-java MOE_MIGRATED_REVID=30340746,external
Add SessionComponent for better compatibility with old releases. XmppConnection has better documentetation. Better release name: 0.6.0 Release Candidate 1,external
v0.87 fixed bugs  added compatibility with Mean Admins  added command alias /mobarena  bigger auto-generated arena,external
ACT-628 fixing backwards compatibility of deprecated expressions type,external
use AWT toolkit to read images instead of ImageIO for better performance,external
Some new tests added and functionality for detection of errors related to events and observers.,external
Keep the original signature intact for backward compatibility,external
General cleanup for metadata classes. Moved and overhauled ome.xml test cases. Support for UUID value through re-run of code generation. (ome-xml:r613),code smell
[PAXEXAM-383] Do not duplicate code for JUnit and TestNG drivers,code smell
remove dead code,code smell
OPENNLP-175 Removed duplicate code in parser train methods,code smell
Remove duplicate code related to SNMPv1 vs SNMPv2 traps from TrapQueueProcessor,code smell
Better integrate the @ArgumentCollection into the command-line argument parser.  Walkers can now specify their own @ArgumentCollections.  Also cleaned up a bit of the CommandLineProgram template method pattern to minimize duplicate code.,code smell
Avoid duplicate code by extracting inner class.,code smell
Moved xml document creation into DBMetaData class  from NetKernel accessor.,code smell
Refactored everything out of SenderOptionsPanel and SenderOptionsPanelController that I could  so adding new sub preferences should require no duplicate code.,code smell
pmd: duplicate code: refactor to minimize dupe code,code smell
Source attribution is now consistent across all registered Problems + Various pruning of dead code and polish,code smell
Add a catch clause in the SettingBundle#getString(String) in order to detect the missing required keys. Fixes the missing translations by either adding them or removing them when they aren't more used (dead code),code smell
Improve handling of /reload  clean up dead code,code smell
removed dead code of fee calculation,code smell
Moved as much duplicate code as possible into a different package.,code smell
Cleaned out some dead code that was replaced by Spring Social,code smell
MONDRIAN  Enhanced support for native evaluation of virtual cubes.  Queries involving dimensions that do not join to all base cubes in the query can now be natively evaluated. This change involved refactoring of SqlTupleReader  HighCardSqlTupleReader and the Target classes used in each to eliminate duplicate code.  ,code smell
Removed the MGRast export functionality since it's just dead code. Added ISAconverter integration. Some small additions to add  but functionality is there. Improvements are just focused on UI. Closes #12,code smell
Reduce some duplicate code between the various HTTP providers,code smell
add of blob class with relative cluster management methods.,code smell
Splitting long method to load settings,code smell
Cleans up HtmlApiFilter to reduce duplicate code.,code smell
[CLEANUP] - Refactored some duplicate code and checkstyle.,code smell
Refactored gradebook data classes.,code smell
refactored away some duplicate code,code smell
Removed dead code. Added a bit of clarification.,code smell
QuickCloud: Remove reference to unused code QuickCloud: remove some dead code in ConsoleProxyManager,code smell
remove duplicate code in MetadataApiControllerTest,code smell
Add updateSchema to HBaseMetadata class,code smell
Fix test XmlDecoder (Duplicate code removed),code smell
Adding new status attribute to CommentData class to replace the old combined use of approved/spam/pending boolean flags.  Comments now support 4 distinct status options  APPROVED  DISAPPROVED  PENDING  SPAM.,code smell
Cleaned up some duplicate code in preparation for making plugin dir configurable.,code smell
Refactored dead code elimination,code smell
extracting LexicalEnvironment abstraction,internal
Refining HttpServiceProxy abstraction.,internal
Use composition  not inheritance,internal
"added abstraction level to navigation renamed ""scheduler()"" method of EntityAI to ""tick()""",internal
Bug 432265 - Support manifest inheritance and global properties for Cloud Foundry Deployment,internal
Refactored ManagementContext to  improve encapsulation - so all registrations of MBeans happen in one place,internal
